date,temperature,humidity,irradiance,rainfall,DHI,DNI,defect
2020-01-01,27.000786041836115,59.787379841057394,588.2026172983832,9.481786398402916,486.75579901499674,353.40831801853835,1
2020-01-02,22.470617301197443,75.45200778471053,563.305926492889,7.16162382611089,348.4312154120665,586.8710718060092,1
2020-01-03,23.974208681170996,53.13067701650901,574.7039536578803,3.2918085213965504,44.70101841659212,598.042789316054,1
2020-01-04,32.57195641862006,46.669425985586756,487.89252428786983,5.094729634580599,446.27404474484047,730.2543693678774,1
2020-01-05,26.890812598010868,41.12214252369887,507.7473712848458,1.038407063552146,265.2087850673847,523.452345365597,1
2020-01-06,28.19867997467737,46.14136663556907,445.7099702262186,3.448475293251846,399.57113486470575,210.01928308893264,1
2020-01-07,22.809628491944068,37.47204639950074,474.51739091241734,6.55498071166382,138.61021524420485,468.0889579679047,1
2020-01-08,21.119897665382297,46.92635189617992,515.5681751638396,4.266952118093788,411.971196218896,431.3116369394146,1
2020-01-09,27.141659352652088,50.66517222383168,498.5908885830673,5.604943795479563,236.56779063190365,445.5888251019293,1
2020-01-10,21.29626264669177,43.249781684375975,482.31860717595595,4.734431487759922,361.98010633228137,768.6752691814872,1
2020-01-11,25.259726978980694,57.290905621775366,454.6350817808379,5.257965821514821,413.94006845433006,314.7761269469521,1
2020-01-12,30.089400248586422,53.41587395944137,450.4548358921208,2.498227567885376,392.5250751750331,364.2820762747046,0
2020-01-13,17.31878156861388,64.882521937956,523.283121986523,8.791778352061167,417.87795711596505,473.01127462814736,1
2020-01-14,22.07088562670323,59.37558842236747,545.3759808553419,4.49078381642992,397.35987122811474,531.0924158652145,1
2020-01-15,33.92935246952918,51.2691209270362,500.52500103604103,5.803978726889404,488.31506970562543,297.836140828633,1
2020-01-16,18.61505506487093,58.37719765144928,551.5407973834766,2.0197771752699505,192.97849968359634,468.63070739530616,1
2020-01-17,32.40257395717212,68.6755896042657,596.1471013240192,6.812089316550771,213.87743149452973,786.509742964855,1
2020-01-18,15.046105899998787,50.89730726901308,451.7968320579209,5.2297077590890435,241.4184817580305,544.8158057542878,0
2020-01-19,19.502996047079026,52.98238174206056,518.8212765577815,7.652771793374061,230.54321402686344,477.5548189508494,1
2020-01-20,23.179566121092602,63.43954419584932,587.0126730468967,3.363558077342617,308.27099357979114,306.34123169795345,1
2020-01-21,28.3821664747325,55.76590816614941,468.20769608105593,4.58340248884401,339.6006712661645,336.04077369042415,1
2020-01-22,36.42166677235172,65.64102579728625,535.7111910189838,6.222207419731418,212.26366782080623,256.83687552931895,1
2020-01-23,33.56671360824683,42.5524517795156,496.58791973376844,3.3471229226819714,290.15474755745674,400.4782570456839,1
2020-01-24,32.45360958479512,51.95499335275328,453.59204077148934,4.056791332904347,481.23546515314615,155.87937818008737,1
2020-01-25,29.221814882007735,39.997846526104354,438.7282240584916,1.9104578064447768,418.80297923523017,547.5413917887274,1
2020-01-26,28.161007070802277,44.50344099120177,480.79071595009384,6.042251479017874,310.8349548763179,539.2502715331091,1
2020-01-27,21.552251111248996,45.44467496482657,459.8295167913079,5.034958318050114,264.6006088746516,293.7573059872972,1
2020-01-28,23.55688390414926,60.4798222469337,411.8980557480536,5.4999150816380755,304.69044615194247,345.16354449036385,1
2020-01-29,32.71507297703368,37.07143090276551,463.02185018043434,5.534101738698366,296.07171817725043,324.7859753388204,1
2020-01-30,26.208174032774703,51.03935912278355,519.6154027827937,3.3408576267266765,349.2759391415797,513.5169186475712,1
2020-01-31,23.80310411212037,60.99659595887113,481.54090810287784,6.310527461445195,364.01315260975923,257.45659335337484,1
2020-02-01,24.93575304136633,46.4775169407731,521.3448010168615,6.638933216745807,352.1987729605397,679.5889797286957,1
2020-02-02,22.667904516320284,40.555537440817496,539.3163981054488,4.179900613594903,298.29795861385594,556.8727603332622,1
2020-02-03,32.127530633063735,52.28582011022904,432.84216348477247,4.484672481226447,305.0370716189474,292.96836874251267,1
2020-02-04,26.16090518100138,44.026839310346375,507.82532689826877,4.524156540527986,157.59390910174685,426.0020174956709,1
2020-02-05,21.851790454554937,45.27741595825281,513.1980154477897,1.9732779254998172,410.7624678074931,526.4358128474189,1
2020-02-06,23.01364092835601,48.671194224130446,468.1281487223886,4.404418241196543,269.09870309528776,248.5994290505035,1
2020-02-07,29.920586465513814,38.40793675227162,445.5482782381442,4.1269258147145065,400.92445309145563,607.0084355779306,1
2020-02-08,18.083180223024723,34.170616026649185,463.7201310768208,6.22075875821441,181.1140742215971,423.97754685519686,1
2020-02-09,20.92797219320917,56.973728241344475,501.81298708467955,1.525141524669313,311.58556978930744,554.8477168564044,1
2020-02-10,11.137036217866749,69.55912308250694,519.9523172820066,5.780186645375853,234.759141761298,441.35699372185985,1
2020-02-11,29.527449765947555,60.18741436900181,504.90933454176246,4.770202291944402,474.30387200693247,451.71812136745166,1
2020-02-12,28.044219172377254,39.547466338530455,514.317184444614,7.422290579365402,368.9818164534788,695.2769344347498,1
2020-02-13,22.57161913599036,49.48302762905437,521.2027599221483,6.134112744068404,406.7833575271349,540.7393611199944,1
2020-02-14,27.91476839876647,46.005509707371246,504.88624838574276,5.740111775695038,169.34731482646833,748.7196019427282,1
2020-02-15,22.521559012565838,48.8242520701659,421.2708926589547,5.746240321478551,261.39712289711724,315.41103249792184,0
2020-02-16,30.388719029881315,38.73174191243257,493.31492201657807,3.5386444942703505,261.51201908187244,514.152738397561,1
2020-02-17,24.406919412811426,41.91883944759063,464.02366672104756,3.562178108608152,242.64560784739328,442.4484221233318,1
2020-02-18,20.54542458502236,38.42644740809146,513.725817886197,4.375415497748613,284.23329838361843,838.5085245947314,0
2020-02-19,20.97920142029074,38.0181328687286,450.8650159841177,6.533537533153222,321.7525544535346,812.6662536272323,1
2020-02-20,27.254672309029573,43.15989102262783,412.205470828114,8.319101592379745,406.8509399316009,431.99212942229184,0
2020-02-21,22.406329672469706,47.1847364944335,553.9289550731826,6.120738664402761,375.5208981315512,340.86637149936246,1
2020-02-22,26.74827228496587,42.35856076093557,528.9260748864439,2.124417052396843,436.45318481024714,396.58262231750933,1
2020-02-23,18.677022808994916,58.56933175518941,490.22913982090427,4.012011308236137,301.46366584224415,259.0300311878251,0
