date,temperature,humidity,irradiance,rainfall,DHI,DNI,defect
2020-01-01,27.000786041836115,59.787379841057394,588.2026172983832,9.481786398402916,486.75579901499674,353.40831801853835,1
2020-01-02,24.24321395851151,48.96781148206442,547.5044208762795,5.821197003876745,314.4043571160878,718.1410260444462,1
2020-01-03,25.608375082464143,54.43863232745426,538.0518862573497,5.667348654748533,449.4079073157606,469.22626043512986,1
2020-01-04,20.729521303491374,24.470101841659215,515.653385082545,6.307237190880722,386.44361988595057,388.67524693903374,1
2020-01-05,17.728171627006176,50.45758517301446,613.4877311993804,4.625632299948332,453.27792143584577,720.4038154850427,1
2020-01-06,26.890812598010868,41.12214252369887,507.7473712848458,1.038407063552146,265.2087850673847,523.452345365597,1
2020-01-07,31.011899243922056,46.12673182592048,561.5145340363861,4.3953944988493285,195.14470349329073,286.99730942315375,1
2020-01-08,34.75387697615895,44.90347818248347,414.68649046874935,4.123851396777627,174.72046399500738,616.6235533747865,0
2020-01-09,23.936298598930158,41.045334388063246,419.3051076221024,5.773804995718524,248.91948624311271,322.9051723816382,1
2020-01-10,27.141659352652088,50.66517222383168,498.5908885830673,5.604943795479563,236.56779063190365,445.5888251019293,1
2020-01-11,23.202234192297293,41.86853717955546,466.37697761120245,1.5474347953366463,317.7426142253753,439.7328595687607,1
2020-01-12,27.313911277628872,40.92701635616758,418.4900826516978,5.103890791592278,372.9090562177537,519.3474366136116,1
2020-01-13,18.825870898231738,54.02341641177549,556.970034227165,3.6303798181193736,212.9202850818118,413.1725502853377,1
2020-01-14,25.280826711148727,38.348501592166436,484.42237339363135,6.801652973908374,346.56624397304597,269.56344705841644,1
2020-01-15,34.479445880152916,61.78779571159651,574.41260968978,4.640150328375298,192.92473784894577,658.1677590396705,0
2020-01-16,31.112225351912137,52.0827497807686,479.841152651341,6.953278072967425,335.6366397174402,605.9859752287922,0
2020-01-17,33.92935246952918,51.2691209270362,500.52500103604103,5.803978726889404,488.31506970562543,297.836140828633,1
2020-01-18,29.846983540790056,38.2687659488584,436.47575007571334,8.887242371298585,258.63810192402525,387.8817782838863,1
2020-01-19,32.40257395717212,68.6755896042657,596.1471013240192,6.812089316550771,213.87743149452973,786.509742964855,0
2020-01-20,29.012281978981974,59.47251967773748,486.599831452431,4.689979813818332,361.40793703460804,638.331000734979,1
2020-01-21,19.502996047079026,52.98238174206056,518.8212765577815,7.652771793374061,230.54321402686344,477.5548189508494,1
2020-01-22,34.24631864239671,56.722947570124354,478.24232241391815,5.814923672482221,223.00839255546836,580.8873786937726,0
2020-01-23,25.159152791371756,43.64153921621119,466.2833669671312,6.352866589892999,357.6590816614941,468.7551866633008,1
2020-01-24,19.53469245634747,35.087424072943946,519.8003356330822,5.8787834025290735,316.6673495372529,595.2547155338159,1
2020-01-25,29.722397434952068,40.87177774555842,619.1572387431971,7.234032576191706,168.40925894884788,430.76230927779363,1
2020-01-26,33.56671360824683,42.5524517795156,496.58791973376844,3.3471229226819714,290.15474755745674,400.4782570456839,1
2020-01-27,19.600342458182883,38.52531347588898,556.3317961053253,4.1243599105111315,250.19675493076952,789.4298080725479,1
2020-01-28,25.437756206925954,37.74564481169832,547.4710403462881,6.688725952803094,199.97846526104354,268.2843354833583,1
2020-01-29,26.58471305962425,59.208588237808186,559.4014896176151,5.637455305886043,385.6830611902691,402.34616100497794,1
2020-01-30,28.407972591408136,41.965903358261585,448.2878579107768,3.6209004444995987,254.4467496482657,502.62187385375853,1
2020-01-31,18.125243532909906,43.5638159716711,482.3003044373258,0.5531936955511467,362.52314510271873,259.69135165898786,1
2020-02-01,25.26082539630487,42.60437003608687,444.7808330285775,8.086029190813472,170.71430902765513,540.0576304023774,1
2020-02-02,19.159532511294014,55.232766605317536,498.0358590886252,4.656907337555504,377.17905512136673,623.5256230945597,1
2020-02-03,31.68263974718196,46.30818162057557,608.1617974640345,4.521241644848147,409.9659595887113,598.2895596083897,0
2020-02-04,16.915219778445827,49.75673875601064,532.0065763048796,3.5239381815886226,327.9924599043238,485.2774415535563,1
2020-02-05,26.58609107595651,57.86327962108976,545.5089454046296,4.067161806528114,205.55537440817494,438.49254601961775,1
2020-02-06,26.895758677775408,72.59308950690851,499.14897930692797,4.915485696678715,204.4054999507223,448.10273364509203,1
2020-02-07,27.40740736886731,34.592029855553754,476.82020126769527,5.126523988400663,315.65065379653754,534.8271554300413,1
2020-02-08,23.810391351319964,35.75939091017469,470.13419655173186,4.013360233275612,245.71385239832824,562.4075069392138,1
2020-02-09,28.905990508549966,64.94484544491368,442.1908784089044,0.8600299499729349,342.62587307781007,601.5362052545369,1
2020-02-10,23.01364092835601,48.671194224130446,468.1281487223886,4.404418241196543,269.09870309528776,248.5994290505035,1
2020-02-11,30.398092960184105,41.86635740795797,557.616578239156,2.067151344394972,352.1064876452759,413.6318045280401,1
2020-02-12,23.403357914274522,56.91538751070186,507.09765816603897,6.389498287312012,227.44026215364158,292.4954066907417,1
2020-02-13,28.051896895536025,38.111407422159715,420.8530801332459,3.986367291402625,240.3685961549492,492.11490555956806,1
2020-02-14,25.943892983969143,55.23891023834206,403.18600970767466,5.1768441740893225,268.91138283015283,514.6100249403175,1
2020-02-15,11.137036217866749,69.55912308250694,519.9523172820066,5.780186645375853,234.759141761298,441.35699372185985,1
2020-02-16,24.419480304828166,29.693155322185056,524.6870888674595,9.128985722718639,288.9459342767527,653.02590675737,1
2020-02-17,32.68188527122899,52.8634368889228,465.39750761078045,6.2176876689509015,195.47466338530452,681.6717934524052,0
2020-02-18,31.50923114782499,43.71912440358421,534.4909082267394,4.037945763078424,530.3916697683942,340.9976265917679,1
2020-02-19,30.684456813013476,50.977249677148556,493.202514966084,6.165907359506587,260.0550970737125,555.5083831771278,0
2020-02-20,33.29065339809094,48.818359548714305,434.6736574132342,3.6396435920062995,366.6383082031914,430.892031891717,1
2020-02-21,18.266412471012224,56.937731526901324,433.28707642986234,4.680853123707466,286.6298440331561,661.6615708964393,1
2020-02-22,21.346611235675876,46.15120190818725,443.6587095621628,5.188703178634148,295.7828548709421,456.96692114151386,1
2020-02-23,24.46347361854413,42.80395611448207,496.9186798952176,3.3740140228918456,327.45163577239396,366.3627375506708,1
2020-02-24,23.438538744371535,48.42332983836184,442.1322370404573,9.513446994596418,229.52997241437663,641.4891087454242,1
2020-02-25,19.05527522398132,57.732529774026,537.3594167102316,2.6322387196133645,34.082776200325895,590.9479286539071,1
2020-02-26,27.254672309029573,43.15989102262783,412.205470828114,8.319101592379745,406.8509399316009,431.99212942229184,1
2020-02-27,18.9296129845294,45.59077367707408,465.6081194485659,4.439289009630982,263.53064556083143,523.5055782908546,1
2020-02-28,26.74827228496587,42.35856076093557,528.9260748864439,2.124417052396843,436.45318481024714,396.58262231750933,1
2020-02-29,22.394053438494446,31.569304498433514,467.38532000324903,4.0440519919190265,252.03441859920522,593.0537447515269,1
2020-03-01,25.018854445431348,59.31848374114304,534.9228574553669,5.679929967602524,298.4317888397445,524.1392252447334,1
2020-03-02,23.02575242983275,47.322664631060334,490.46732532093006,2.7439773370599863,328.0441705316296,351.0314583605629,1
2020-03-03,23.752707099195256,50.494949816500906,542.0815632036819,5.987673552561913,364.33144650629276,264.40648870498205,1
2020-03-04,29.400894560403913,33.01894180567746,489.6548161918014,5.774560950790127,74.44357705978106,346.62397345465945,1
2020-03-05,16.71642448839023,40.1448926231585,501.9315275920094,2.0563299850728263,464.81349322075596,524.6341633231001,1
2020-03-06,23.88662449742423,46.46568251242801,528.3645138926335,1.767051622697935,270.81626372521373,385.7761682282565,1
2020-03-07,30.705509333287868,64.66578715574178,542.8961962146168,6.705103878922464,240.1346063077014,332.61545210594085,1
2020-03-08,26.781464087361446,32.314615493229695,538.3331590822543,5.710963585487538,381.45198224878663,508.8388383772445,1
2020-03-09,20.961757561918223,35.53465300436612,490.74731644953295,6.600595898680055,269.0885555228291,464.9800007684461,1
2020-03-10,28.42250553429595,53.70825001281102,586.6360593459567,5.284123610374471,451.9994860765773,757.9383961124292,1
2020-03-11,27.911122956989622,29.053969287938553,546.4752555739764,5.247443828467013,286.9893045806296,514.0929844078353,1
2020-03-12,11.301614164052218,44.30687946529815,547.1523043661259,5.539808709881523,253.31544539472375,287.4640830310611,1
