datetime,temperature,humidity,irradiance,rainfall,DHI,DNI,pv_current,plant_current,plant_voltage,power,defect
2020-01-01 00:00:00,29.12024557473087,51.11298451956074,54.49855986842289,6.649480755574256,34.139312616733015,76.50072997531942,9.862990327131723,86.43840881101032,1083.2684462085351,4664.688673816863,0
2020-01-01 01:00:00,27.713676494055356,68.53369313841358,57.338609074815054,5.136331033002889,30.077828501489996,56.38865776098271,6.032180416965958,78.73302241646317,934.682713797431,5473.405019331055,0
2020-01-01 02:00:00,30.498392937602055,45.513229804564,52.682768298368664,7.3216477696788855,35.70256574549287,61.477219713226646,10.401509228419444,84.82690023655138,1074.8449747946845,4547.844188447081,0
2020-01-01 03:00:00,19.13613083428732,48.42097629033588,49.4484281493664,5.398056064753913,30.56067106573247,22.475768325544635,6.477852694688792,88.26275518992831,991.5146702326379,5530.254027371567,0
2020-01-01 04:00:00,28.414314987637486,43.582378672863456,54.82027194332507,3.9423309047890998,19.362550010695145,71.74778247831658,8.091674540348892,67.45416723361005,1011.5233153874685,4847.909234341152,1
2020-01-01 05:00:00,26.27713134143635,54.8730061675499,53.977899929954745,8.04029959605321,18.503021108751877,49.02491476494293,7.692679879066421,68.72167619371955,936.0330641965244,5459.776523149606,0
2020-01-01 06:00:00,25.194815331385087,41.8395767850796,0.0,3.255352856727318,0.0,0.0,4.675961395968914,91.58816153752595,1001.193172938568,4890.5334364043665,1
2020-01-01 07:00:00,26.22971180238224,55.089653618251184,129.60835482213352,6.030541979891798,95.76492572442012,161.25767990498096,6.889956124476461,80.8293914519156,1118.8297488793141,5485.113353177268,0
2020-01-01 08:00:00,24.248285146146156,39.01248789868828,260.1400830310009,4.6238735108170985,181.83097401967945,289.63096440588976,7.944074485047218,104.37732156884766,986.6548455938731,4941.918904346748,1
2020-01-01 09:00:00,26.36554267133848,37.07971710365838,431.2175969017983,4.720388391625488,126.19428868574342,505.35150432700925,6.043652729926095,87.44878393326675,941.7477463520931,5898.299098310774,1
2020-01-01 10:00:00,31.51970611126531,56.30955518286001,445.43213484790175,6.456893254609206,250.92563326679664,544.5103425389127,6.781755185746368,67.50330060664487,1103.451973958935,4626.622116583386,0
2020-01-01 11:00:00,24.585779029438715,42.11107760297767,531.6810847411924,4.858478581480307,240.74927693450977,609.635658624115,11.407782209206088,76.4173988538603,973.4631848423369,4425.745792231853,1
2020-01-01 12:00:00,18.86673070150086,48.79554270509907,538.8651030547031,7.104439150411791,187.5554965445013,584.0547325603128,7.654656113494705,73.46967462971966,1099.0836768267682,4687.830468456027,0
2020-01-01 13:00:00,25.671902006291752,43.22322561026757,462.56385490864324,7.283904357506751,96.81655307950945,568.4601155930957,9.465681541019379,95.66101547488533,997.5316878833955,5187.157115398878,0
2020-01-01 14:00:00,27.19245277676765,58.05295979538534,474.2986777874782,5.633143705423215,377.40219814675066,232.65886806701036,7.050221081879043,83.50861284593914,1008.2513966134167,5497.20669265873,0
2020-01-01 15:00:00,26.093598815358607,33.44133664782821,360.75562381301796,3.645760241311902,96.95632926570337,440.06244270895496,8.622167440087908,70.91943291803496,1070.9694179058486,4061.607626636649,1
2020-01-01 16:00:00,19.08682548106956,43.017541935871336,264.9456896443645,2.9567798965418355,217.43654275558853,283.2674626295089,10.507198465400371,67.30991678865679,983.1352064962238,5283.984666826926,1
2020-01-01 17:00:00,39.588034874757,64.14573842188595,134.78730251575618,7.385968000613577,53.42698926510753,146.00033071341667,6.135392333558823,78.57802427863427,934.9070775063328,4547.0998589315495,0
2020-01-01 18:00:00,36.4652078863774,79.4014387133924,5.2736739319081726e-14,3.7713711019027754,6.002371854723308e-14,5.4973513719220463e-14,5.950839536362098,72.04679682878674,944.8582877802905,5245.164844544294,1
2020-01-01 19:00:00,22.60555623599025,54.68269851108255,53.983828204768784,3.224575148769822,23.351535900005487,53.12131137882748,2.9337065626439403,93.96475040853285,1024.4880901149775,4772.993440436416,1
2020-01-01 20:00:00,21.661643643589677,56.303224949987225,50.67654686448239,4.860172117995407,23.98099410002854,75.60168132618831,4.83186221396751,84.36363775171108,973.4822874166714,4188.284997486923,1
2020-01-01 21:00:00,30.989766121205882,30.181619733970265,56.65246659719086,3.5818183673248085,46.72653518210357,52.46814716947953,9.21783876389572,80.87188923577557,1007.2546135906393,5337.914185163175,1
2020-01-01 22:00:00,26.037902290068367,42.97792315430546,51.7902567627432,11.128702439537388,33.622540173809945,23.726091846158813,9.518357173576605,81.05437613368,957.132856864664,4856.9192833492825,0
2020-01-01 23:00:00,26.4150664851588,45.48534712615569,45.33535311763188,4.255584958963381,29.531421424036253,46.79798280906391,6.4244179678692435,76.25804806928774,1012.662330494552,4863.726950145168,1
2020-01-02 00:00:00,27.545270490367535,53.383231216792005,50.239498327553804,2.9047198791855875,24.694756405014115,36.89742955586399,11.257316680527026,86.88832898581838,1020.363289091802,4600.382644319044,1
2020-01-02 01:00:00,27.82662649647965,55.475087072138884,43.84453549529629,2.132794682930429,45.109599564112045,59.158804015189666,6.4230971633819705,70.23195630415492,995.0901846080876,4657.075473099059,1
2020-01-02 02:00:00,23.969704532818408,53.676754891052084,47.543977458639134,1.994331065848931,43.19887543268739,26.81581162535717,8.104132126934859,72.74775047754059,1024.2101927760575,4575.457985585888,1
2020-01-02 03:00:00,29.052203319407013,34.28619126605092,44.94895943843827,8.182093537687255,33.879303606704674,46.38297400128159,3.3158635831658163,75.47125556528756,945.5861286252753,5848.299009127494,0
2020-01-02 04:00:00,21.343172679301563,53.49192028805041,42.27977343951102,7.729896910626439,11.03613404216351,52.46105929885777,7.477897795201001,80.1194675609423,1028.8601990379793,5547.852352676352,0
2020-01-02 05:00:00,19.97790034975496,59.582976810059634,49.4797650376603,0.06565270976373316,24.359860323605062,38.781553911468805,8.79007920051697,76.10142408992604,1012.4117001802515,5578.814802242838,1
2020-01-02 06:00:00,24.24062375868995,50.92647794684092,0.0,2.3673332649897945,0.0,0.0,5.163498847810544,79.71625442503034,1079.693944849435,4438.365855047952,1
2020-01-02 07:00:00,16.290533994594867,43.96040306619784,121.13707423545621,5.6724119039576575,77.70030804319475,71.33428545931065,6.9001252845211685,83.73992290177083,1052.7442189449685,4846.6537099509305,0
2020-01-02 08:00:00,26.44059781298348,57.14988317214056,268.5438031600635,6.736486026829607,142.80545077852238,261.9266778978106,9.450916034213295,79.43927922579559,960.3098731706614,5393.781416405928,0
2020-01-02 09:00:00,21.331621214409275,49.77855806629053,328.154962760963,6.0891763200736,204.37225978426181,515.2040995089951,8.313709050633934,79.77384460630115,962.2762052197631,4967.491310868784,0
2020-01-02 10:00:00,19.09571577462203,49.20133187281655,456.5983150493501,6.467945537221993,165.0841064529933,419.6663533923985,7.805129389556931,84.50118249952739,975.9491618352951,4343.537814534977,0
