date,temperature,humidity,irradiance,rainfall,DHI,DNI,fog,defect
2020-01-01,22.000786041836115,59.787379841057394,488.2026172983832,9.481786398402916,486.75579901499674,353.40831801853835,14.750442087627947,1
2020-01-02,26.330592649288892,44.941234602394886,392.4321395851151,10.090401556942108,408.08119130554456,572.6468231180997,12.895702393533643,1
2020-01-03,18.974208681170996,53.13067701650901,474.70395365788033,3.2918085213965504,44.70101841659212,598.042789316054,14.322180994297529,1
2020-01-04,18.334712992793378,50.473648172903,362.8917489796779,7.925480894896809,453.5029129119183,584.9660057043977,10.746325458561671,1
2020-01-05,10.096017658880365,46.52087850673848,355.61071261849435,5.31269793820796,423.0290680727721,680.3569773176616,8.063365912960238,1
2020-01-06,24.978556743235288,30.66795220592884,384.88486247123325,5.497061254859382,296.8754664576049,479.07890562654916,9.046720103936792,1
2020-01-07,23.88745177915955,33.86102152442049,337.36023199750366,4.574519439572063,210.45334388063242,558.0353746788893,7.445974312155634,1
2020-01-08,22.12696699234825,49.7202881653022,340.9683907938794,7.951979664964544,364.67800971387857,445.34985320985317,6.606113052726096,1
2020-01-09,11.368586988341615,51.77426142253753,359.3426858977773,4.196438127583476,136.98016530339555,569.4173383288661,5.463508178083789,1
2020-01-10,18.967895288372606,54.884264674526136,402.59726978980694,3.32333806893578,338.1163744435374,351.36450767636245,15.089400248586422,1
2020-01-11,20.280826711148727,38.348501592166436,384.42237339363135,6.801652973908374,346.56624397304597,269.56344705841644,17.441260968978,1
2020-01-12,19.647213854081876,56.04159707116375,494.7944588015292,5.944297995033172,381.9917293051958,636.1279425660258,7.07088562670323,1
2020-01-13,24.883195182418564,53.56366397174402,410.41374890384304,6.413146336383896,301.05000207208207,767.8805740858752,10.634560463518099,1
2020-01-14,18.794632047700446,50.53344907019203,420.0994681722351,7.0616318953390635,172.30110129741863,625.6579647717392,2.5494429381748764,1
2020-01-15,16.262725942796212,69.22942026480385,379.3190509620126,7.961029582868848,486.755896042657,635.9066987413078,5.693871574726487,1
2020-01-16,15.179683205792088,30.092211799997575,495.5032476549517,5.179461453802617,311.48538795445216,412.12772263704574,11.493860191809596,1
2020-01-17,14.502996047079026,52.98238174206056,418.82127655778146,7.652771793374061,230.54321402686344,477.5548189508494,7.824232241391813,1
2020-01-18,26.71977209792466,41.817790386713085,492.4631864239671,5.165419871595823,170.8941544653023,400.8343652276226,4.0990449218704175,1
2020-01-19,14.534692456347472,35.087424072943946,419.8003356330823,5.8787834025290735,316.6673495372529,595.2547155338159,21.91572387431971,1
2020-01-20,15.613183391040312,33.789125035287924,447.2239743495207,3.836654005825223,246.2166046901676,266.5964483457039,9.727675781093728,1
2020-01-21,16.682608568189462,61.26635922106507,395.0773737787284,2.8401369832731533,185.25313475888976,434.3269932883349,7.509837746538476,1
2020-01-22,23.256046729211768,38.69503550497771,496.4766026908493,3.445306688475764,411.59384541230787,700.9179524821888,1.1628317430542552,1
2020-01-23,21.593638264715107,58.568306119026914,446.04294118904096,3.697948813399706,196.57571582155353,602.239177742244,5.982951679130794,1
2020-01-24,10.497078693783497,38.624208029688624,365.52251111248995,1.475922229922145,271.13767808298513,657.1973337040055,11.24978770409519,1
2020-01-25,20.26082539630487,42.60437003608687,344.7808330285775,8.086029190813472,170.71430902765513,540.0576304023774,9.803585908862521,1
2020-01-26,21.961540278279372,52.41634806554941,341.59532511294015,5.20787182455671,217.04288133633383,573.9139087123696,10.450563954919039,1
2020-01-27,18.80310411212037,60.99659595887113,381.54090810287784,6.310527461445195,364.01315260975923,257.45659335337484,9.878369378005322,1
2020-01-28,18.23875847038655,58.19466608372903,363.0984545397156,6.043975459210795,419.72598648579714,442.6270679878293,13.458309591849126,1
2020-01-29,17.949751533987257,49.82979586138559,352.7776872040875,5.758303471110164,525.9308950690852,493.6614272509036,5.220274997536115,1
2020-01-30,20.25185358094737,36.19789124950084,382.70091121503066,4.476655866015302,282.06203071167334,396.08441351373966,15.689134328152255,1
2020-01-31,17.533400583189028,44.57138523983282,328.7969545508734,5.832100092522851,184.38175681780874,617.179715256499,17.472422722456844,1
2020-02-01,15.298232288923131,59.295943283931955,296.5007487493234,2.8744101584389417,211.35937320328492,788.2020433041762,7.701097381521353,1
2020-02-02,12.66787836098743,55.21064876452758,359.33178703978984,3.8484240603738677,314.195316332078,452.10073742823573,13.457693755350933,1
2020-02-03,26.19510489503218,32.15196113248281,434.7374571828003,3.4076283216705034,159.94587326504356,472.34741350384553,3.044034423467142,1
2020-02-04,20.943892983969143,55.23891023834206,303.18600970767466,5.1768441740893225,268.91138283015283,514.6100249403175,11.99523172820065,1
2020-02-05,14.226122362965242,59.418343381744535,261.3703621786675,4.435729716792162,202.4345334327628,514.7280036252874,14.527449765947555,1
2020-02-06,25.100863558579,43.079501522156086,394.47296713837636,8.072754108491596,328.63436888922797,591.3265751713176,4.773733169265226,1
2020-02-07,13.531828604529796,56.770268115298485,460.55726448413503,5.848110396885933,251.43238271980724,492.2454144358155,12.83528186017101,1
2020-02-08,25.684456813013476,50.977249677148556,393.202514966084,6.165907359506587,260.0550970737125,555.5083831771278,3.467365741323417,1
2020-02-09,12.127089265895474,45.043118025131676,482.9065339809094,4.764850414033179,337.31201607392757,442.09568434567586,3.8470344165973938,1
2020-02-10,25.388719029881315,38.73174191243257,393.31492201657807,3.5386444942703505,261.51201908187244,514.152738397561,9.789142743547105,1
2020-02-11,15.959419723795314,42.810890543040756,385.6556403805046,3.8529121569478653,261.63228141555453,543.7451060201083,10.3642849141872,1
2020-02-12,18.438538744371535,48.42332983836184,342.1322370404573,9.513446994596418,229.52997241437663,641.4891087454242,13.73594167102316,1
2020-02-13,21.08762772267673,70.84441690848216,340.5527522398132,8.026952181617679,89.91752669638896,650.9109382672442,4.814425652376231,1
2020-02-14,17.73307098074306,43.12162388971318,453.42546996580046,2.571845193811759,255.90773677074085,457.9466757223236,8.176532278041574,1
2020-02-15,18.241951582122134,55.89799138783619,407.8351927636182,2.0420637434032214,157.70440328346388,376.03083189898547,13.921043131170833,1
2020-02-16,17.610129979797566,45.203441859920524,307.8465224921676,6.240716596687025,369.8457149107336,500.5656333629404,14.659241870571519,1
2020-02-17,24.152943049328027,60.43629588801168,416.9982491900631,3.478105409297365,291.45686824109043,381.5054546779434,7.645801871987205,1
2020-02-18,15.034381945352097,58.416312640736365,414.0220852658148,4.501082839678102,304.94949816500906,574.0755164421435,13.21657232531464,1
2020-02-19,26.056817536300976,28.30576807157479,321.46882956832735,4.329957921501189,128.3028465128004,280.72017041872505,7.144489573045532,1
2020-02-20,12.640824962682066,66.4813493220756,350.72446311579245,5.328455510974668,356.7290277852669,466.5987349227268,8.232841256214005,1
2020-02-21,26.361930673740574,41.970052580125355,319.1762905674484,7.044606406166746,450.78759155681064,361.49874556297885,13.293887782365541,1
2020-02-22,21.781464087361446,32.314615493229695,438.3331590822543,5.710963585487538,381.45198224878663,508.8388383772445,9.074731644953292,1
2020-02-23,25.88293614946312,34.849848499490776,359.6175756191822,3.212656375275837,231.97563725443987,529.1309966131131,5.162513008805679,1
2020-02-24,20.71030902593618,65.19994860765773,418.5412500640551,8.43917861483239,392.9505111479528,587.3336887096887,-0.4730153560307233,1
2020-02-25,19.35341590065416,41.014605872078405,406.1860957116753,8.861295438672723,319.86065130558273,478.1289121110031,8.904427744107762,1
2020-02-26,21.38435952923064,40.28895429555516,443.4481743448398,5.629634409031648,382.1585712049796,500.79389694490413,14.002824017154984,1
2020-02-27,22.595524594741505,48.72715550197278,403.9130087580831,3.318031978260754,250.4693799193049,479.44699926988295,14.937122475636102,1
2020-02-28,15.176939931331358,42.17370844172475,422.87078031104954,4.7792214019462245,194.53715360149863,623.0371755987022,12.315651646593036,1
