date,temperature,humidity,irradiance,rainfall,DHI,DNI,defect
2020-01-01,32.22477522242748,85.52913721912816,766.7090763243793,-9.34164100590187,215.72759461707128,795.4886671804842,1
2020-01-02,29.690343444619327,74.10598501938372,790.854701392595,2.72021785580439,376.10377251469936,518.2512524739243,1
2020-01-03,31.452936462361993,75.79140478706728,782.0409262262428,1.0920871363440203,262.5528309019794,541.279747336448,1
2020-01-04,22.341030552497763,76.5361859544036,351.5669959187116,6.322180994297529,526.9754623987608,281.84514881018526,1
2020-01-05,34.38822134234521,85.35029129119182,529.8530183424668,128.3220019014659,192.17219974169095,709.3208405459097,0
2020-01-06,28.956263552021543,71.5634896910398,740.4759697568823,8.151453403638603,261.2673182592048,454.6545874136997,1
2020-01-07,32.987134045941175,50.66795220592884,493.7509329152098,3.242653137148455,286.0526037510328,471.4016031181038,1
2020-01-08,26.24161391985022,77.7749035583191,457.45194395720625,-6.069489237789757,210.45334388063242,558.0353746788893,1
2020-01-09,33.35913588656688,65.42077579596096,494.405763306044,4.126966992348249,447.59898324822717,597.0170145708179,1
2020-01-10,28.09703371895711,66.37258834012862,428.08936769189177,-1.3623022388797552,218.6853717955546,241.05760965024848,1
2020-01-11,31.859403189968443,87.91168461209915,154.86572968252716,2.8550021908289724,316.0658540348122,371.1522019054937,1
2020-01-12,33.418202053629905,57.651741796463476,363.03798181193736,4.011708205887745,212.9202850818118,413.1725502853377,1
2020-01-13,32.77575225525099,60.95213841831364,805.1014477325127,11.218457650139793,155.4464418382807,556.5740916662362,1
2020-01-14,33.536338713478955,68.2007516418765,710.8903453862273,-3.3537631075527123,259.68230530268204,683.3667605573642,1
2020-01-15,32.92079613684344,72.07282772434763,687.9793961596007,7.498209863347468,360.6389000741786,500.26412610714067,1
2020-01-16,35.64945209116876,56.52240938857554,693.8793416316023,-4.352424992428668,182.68765948858402,791.543177847394,1
2020-01-17,31.81371683049025,52.56941769077018,872.7150635576018,9.621134063828784,429.13779205556574,695.1044407253675,1
2020-01-18,29.19598988714586,78.02456395796395,468.99798138183314,6.73625983886874,361.40793703460804,638.331000734979,1
2020-01-19,30.666779705216126,74.35182967561374,509.97968284751954,1.7712595045018897,206.44695445296458,543.1081477801432,1
2020-01-20,30.894714522618166,83.2638589668703,470.0730919344658,-1.4728392986568273,256.48464482783623,777.3895592719012,1
2020-01-21,34.0318632587548,61.817790386713085,241.78830893060461,2.4135496789895585,233.88957681841504,322.9713476561125,1
2020-01-22,31.188020137984935,59.06938491269494,587.8783402529074,-5.456287963528028,316.6673495372529,595.2547155338159,1
2020-01-23,34.69230773918587,76.11103709865709,175.78250070575854,-2.3868166089596885,241.83270029126118,419.3249070352514,1
2020-01-24,29.795275184026107,87.13342721649366,334.71229226819713,-1.7237741102421995,290.15474755745674,400.4782570456839,1
2020-01-25,27.215522446289363,84.90721916959023,405.6791332904347,2.9774966763766386,481.23546515314615,155.87937818008737,1
2020-01-26,26.323693443509498,78.44362976401547,191.0457806444777,-3.001076736947824,418.80297923523017,547.5413917887274,1
2020-01-27,28.847442957005633,76.32201414160455,604.2251479017873,-0.7482795043991155,310.8349548763179,539.2502715331091,1
2020-01-28,27.589771007478475,63.10450222249799,503.49583180501133,-0.27766251758671556,264.6006088746516,293.7573059872972,1
2020-01-29,24.713883344883218,67.11376780829852,549.9915081638076,7.239911123466849,304.69044615194247,345.16354449036385,1
2020-01-30,27.78131101082606,85.43014595406736,553.4101738698366,-4.464284548617243,296.07171817725043,324.7859753388204,1
2020-01-31,31.176924166967623,72.41634806554941,334.08576267266767,2.5196795613917744,349.2759391415797,513.5169186475712,1
2020-02-01,28.89245448617267,67.60620822424073,631.0527461445196,7.4982979794355655,364.01315260975923,257.45659335337484,1
2020-02-02,31.280688061011695,69.87150608273265,663.8933216745806,0.2387584703865513,352.1987729605397,679.5889797286957,1
2020-02-03,32.358983886326925,65.33580903264057,417.9900613594903,-2.722231279591252,298.29795861385594,556.8727603332622,1
2020-02-04,25.970529809086347,84.25506126612747,448.4672481226447,3.1429100551145206,305.0370716189474,292.96836874251267,1
2020-02-05,30.469519613896125,72.32181036200276,452.4156540527986,-0.9865803448268133,157.59390910174685,426.0020174956709,1
2020-02-06,30.791880926867375,63.703580909109874,197.32779254998172,-0.36129202087359547,410.7624678074931,526.4358128474189,1
2020-02-07,28.087688923343315,66.02728185671202,440.4418241196543,1.335597112065222,269.09870309528776,248.5994290505035,1
2020-02-08,26.732896694288648,79.84117293102763,412.69258147145064,-3.7960316238641916,400.92445309145563,607.0084355779306,1
2020-02-09,27.823207864609248,56.166360446049445,622.0758758214411,-5.914691986675409,181.1140742215971,423.97754685519686,1
2020-02-10,30.108779225080774,61.85594438641834,152.5141524669313,5.486864120672239,311.58556978930744,554.8477168564044,1
2020-02-11,31.19713903692039,42.2740724357335,578.0186645375853,11.779561541253472,234.759141761298,441.35699372185985,1
2020-02-12,30.29456007250575,79.0548995318951,477.0202291944402,7.093707184500904,474.30387200693247,451.71812136745166,1
2020-02-13,30.859031066676838,76.08843834475451,742.2290579365401,-3.226266830734774,368.9818164534788,695.2769344347498,1
2020-02-14,31.2721655953289,65.14323827198072,613.4112744068404,1.7415138145271833,406.7833575271349,540.7393611199944,1
2020-02-15,30.293174903144568,75.82953679753294,574.0111775695037,0.0027548536856241146,169.34731482646833,748.7196019427282,1
2020-02-16,25.276253559537285,65.04311802513168,574.6240321478551,1.412126035082948,261.39712289711724,315.41103249792184,1
2020-02-17,29.598895320994682,80.77743805976263,353.864449427035,-3.6341290437837177,261.51201908187244,514.152738397561,1
2020-02-18,27.841420003262854,68.81383882562285,356.2178108608152,59.59419723795314,242.64560784739328,442.4484221233318,0
2020-02-19,30.82354907317182,61.09084917004472,437.5415497748613,42.13223704045732,284.23329838361843,838.5085245947314,0
2020-02-20,27.05190095904706,61.95840284058148,653.3537533153221,-3.990933565635701,321.7525544535346,812.6662536272323,1
2020-02-21,24.73232824968684,74.50934461805915,831.9101592379744,-1.420054488686083,406.8509399316009,431.99212942229184,1
2020-02-22,33.23573730439095,64.81265934493942,612.0738664402761,0.5923682472167493,375.5208981315512,340.86637149936246,1
2020-02-23,31.735564493186637,73.49654456993174,212.44170523968432,-1.8207196195322153,436.45318481024714,396.58262231750933,1
2020-02-24,29.41374838925426,57.35404561798983,401.2011308236137,6.284665877594703,301.46366584224415,259.0300311878251,1
2020-02-25,32.79554512234291,73.39964983801262,532.1856336596446,1.9215894419872261,280.93465064186006,440.77257289498243,1
2020-02-26,26.900838859283176,67.68813290420024,786.1203795944427,-6.051217300078488,127.46142784441867,553.8874382963195,1
2020-02-27,29.379288971508085,78.80178912080783,577.4560950790127,-6.4905290971612715,74.44357705978106,346.62397345465945,1
2020-02-28,24.096215395101424,70.60883200399333,43.687265399868124,4.243594410538778,221.11904918656285,678.0906312559248,1
2020-02-29,28.939704753728403,53.83525811348967,347.70155763767536,0.540813186260686,385.79239242923364,671.165279998636,1
2020-03-01,27.229974911259575,76.58777556473109,268.9865938972361,8.429862805508055,311.8876454151572,654.8217467435924,1
2020-03-02,32.4435594674636,70.5892558918163,338.4703024767289,1.0747316449532924,155.3465300436612,620.0446924010041,1
2020-03-03,30.58261993226226,60.32502601761136,742.6175212094804,7.341298451385379,414.4718802382554,751.7606673060113,1
2020-03-04,32.788515334438586,75.82224591397924,524.7443828467013,-8.473015356030723,286.9893045806296,514.0929844078353,1
2020-03-05,35.79194315800909,71.98606513055827,456.17710976431044,1.2709637370334375,476.24977703585864,307.6640800156581,1
2020-03-06,27.086686288666545,73.14817204515823,501.05852925987216,6.107928560248979,380.0564803430997,511.7390262742492,1
2020-03-07,31.557314756844903,68.72715550197279,400.9387598386098,-2.204920054348115,286.2979995132553,648.113674269083,1
2020-03-08,31.372246818662973,60.353879862662716,477.92214019462244,-1.9131457791376256,194.53715360149863,623.0371755987022,1
2020-03-09,30.715961967465613,74.05642436118531,638.2330082437318,3.498293648460008,109.4162792074116,542.3066490359972,1
2020-03-10,28.593407436099614,47.985587144994426,489.87929180766685,2.996500984482326,248.24809574895966,353.1755210961845,1
2020-03-11,30.46554778771879,63.679909436954226,462.39702018800807,-7.0838633305336085,308.90667143947775,259.1909146556769,1
2020-03-12,23.95078011660072,64.60545366625499,358.0544068306224,0.6216473271972152,473.8872677454511,649.1591586973249,1
2020-03-13,32.555795931602155,83.7098216489959,580.7618057890209,3.3703726599269572,195.99713464239565,688.0077234271203,1
